;id_cliente;nombre;apellidoS   ;FECHA NACIMIENTO;ciudad;fecha_registro  ;ultima_compra
755;756.0;Rosa;Hernández;04/11/1965;Barranquilla;22/01/2022;19/01/2022
756;757.0;Luis;García;04/04/2005;Cali;03/04/2022;15/02/2022
757;758.0;Pedro;Díaz;30/04/1965;Cartagena;04/02/2022;08/03/2022
758;759.0;Pedro;Rodríguez;13/07/1960;Barranquilla;04/01/2022;02/03/2022
759;760.0;Sofía;Pérez;23/11/1971;Cali;10/01/2022;25/01/2022
760;761.0;Juan;García;16/06/1991;Barranquilla;07/02/2022;12/02/2022
761;762.0;Carlos;Sánchez;03/08/1964;Bogotá;03/02/2022;08/02/2022
762;763.0;Luis;Ramírez;10/06/2000;Cartagena;27/03/2022;27/02/2022
763;764.0;Sofía;Díaz;12/05/1996;Medellín;09/03/2022;20/02/2022
764;765.0;Rosa;Hernández;16/05/1973;Cali;10/04/2022;05/02/2022
765;766.0;Rosa;Hernández;25/02/1952;Medellín;13/02/2022;25/02/2022
766;767.0;Juan;Martínez;15/05/1986;Cali;11/02/2022;28/02/2022
767;768.0;Ana;Sánchez;10/10/2005;Cartagena;03/02/2022;26/02/2022
768;769.0;Rosa;Martínez;09/12/1979;Barranquilla;10/02/2022;25/03/2022
769;770.0;Sofía;Gómez;26/04/1969;Medellín;04/04/2022;10/02/2022
770;771.0;Juan;Díaz;31/05/1994;Cartagena;15/03/2022;13/03/2022
771;772.0;Rosa;Hernández;04/10/2003;Bogotá;08/02/2022;06/02/2022
772;773.0;Carlos;Ramírez;23/03/1950;Bogotá;23/02/2022;10/04/2022
773;774.0;Diego;Pérez;30/10/1966;Barranquilla;10/03/2022;18/03/2022
774;775.0;Elena;López;02/05/2003;Medellín;14/01/2022;16/03/2022
775;776.0;Juan;López;08/03/1964;Cali;24/02/2022;07/03/2022
776;777.0;Marta;Gómez;08/08/1987;Medellín;24/01/2022;25/03/2022
777;778.0;Rosa;Sánchez;25/02/1952;Medellín;05/02/2022;21/03/2022
778;779.0;Diego;López;20/03/1992;Medellín;02/01/2022;09/02/2022
779;780.0;Elena;Sánchez;17/01/1969;Cartagena;26/03/2022;23/01/2022
780;781.0;Pedro;García;11/07/1978;Barranquilla;18/02/2022;04/01/2022
781;782.0;Luis;Hernández;14/06/1996;Barranquilla;10/04/2022;21/01/2022
782;783.0;Rosa;López;25/07/1972;Medellín;03/01/2022;04/01/2022
783;784.0;Elena;Ramírez;05/01/1997;Bogotá;27/02/2022;22/02/2022
784;785.0;Pedro;Pérez;28/07/1981;Cali;16/03/2022;31/01/2022
785;786.0;Juan;Hernández;03/09/1950;Cartagena;03/01/2022;01/04/2022
786;787.0;Luis;López;29/01/1981;Cartagena;20/01/2022;19/02/2022
787;788.0;Carlos;García;09/10/2002;Barranquilla;11/02/2022;11/01/2022
788;789.0;Juan;Hernández;21/11/1968;Cali;04/01/2022;01/01/2022
789;790.0;Rosa;Rodríguez;26/12/1990;Bogotá;07/01/2022;03/03/2022
790;791.0;Ana;Rodríguez;19/01/1988;Bogotá;29/03/2022;03/04/2022
791;792.0;Diego;Sánchez;01/02/1995;Cali;10/04/2022;14/03/2022
792;793.0;Luis;Martínez;13/02/1972;Cali;22/01/2022;21/02/2022
793;794.0;Elena;Ramírez;17/05/1952;Bogotá;07/02/2022;22/03/2022
794;795.0;Rosa;Pérez;16/03/1969;Cali;16/01/2022;15/01/2022
795;796.0;Ana;López;05/08/1978;Cali;28/03/2022;17/02/2022
796;797.0;Diego;Pérez;16/11/1961;Cartagena;20/02/2022;30/01/2022
797;798.0;Pedro;Pérez;27/12/1950;Bogotá;07/01/2022;02/02/2022
798;799.0;Diego;Hernández;28/05/1958;Barranquilla;17/01/2022;17/03/2022
799;800.0;Juan;Sánchez;08/06/2002;Bogotá;09/04/2022;17/02/2022
800;801.0;Sofía;García;01/06/1981;Cartagena;13/03/2022;22/01/2022
801;802.0;Carlos;Martínez;24/06/1991;Cartagena;07/01/2022;11/03/2022
802;803.0;Diego;Gómez;30/11/1995;Barranquilla;10/02/2022;25/02/2022
803;804.0;Carlos;Pérez;12/01/1959;Bogotá;24/01/2022;03/04/2022
804;805.0;Ana;Rodríguez;22/09/1967;Medellín;27/02/2022;06/02/2022
805;806.0;Diego;Hernández;21/11/1960;Barranquilla;16/01/2022;16/02/2022
806;807.0;Luis;Sánchez;30/06/1969;Cali;02/02/2022;29/03/2022
807;808.0;Sofía;Díaz;28/05/1993;Cali;10/01/2022;07/02/2022
808;809.0;Luis;Martínez;20/03/1973;Medellín;05/01/2022;23/03/2022
809;810.0;Carlos;Rodríguez;23/11/1979;Medellín;20/02/2022;28/03/2022
810;811.0;Carlos;Ramírez;02/12/1969;Cali;14/01/2022;11/02/2022
811;812.0;Sofía;López;31/05/1978;Cali;15/02/2022;10/01/2022
812;813.0;Carlos;Sánchez;22/06/1961;Barranquilla;05/04/2022;12/03/2022
813;814.0;Ana;García;16/11/1985;Barranquilla;25/02/2022;28/01/2022
814;815.0;Ana;García;14/08/1981;Cali;01/01/2022;26/01/2022
815;816.0;Carlos;López;13/08/2005;Cali;11/02/2022;19/01/2022
816;817.0;Carlos;Gómez;07/03/1969;Barranquilla;06/02/2022;21/03/2022
817;818.0;Juan;López;24/04/1990;Cartagena;06/04/2022;31/01/2022
818;819.0;Juan;Pérez;17/11/1980;Bogotá;30/01/2022;05/02/2022
819;820.0;Rosa;Ramírez;13/04/1965;Barranquilla;02/03/2022;26/01/2022
820;821.0;Elena;Hernández;29/10/1963;Cartagena;30/01/2022;21/01/2022
821;822.0;Ana;Hernández;05/10/1963;Bogotá;26/02/2022;04/03/2022
822;823.0;Pedro;Díaz;28/11/1970;Barranquilla;05/02/2022;16/03/2022
823;824.0;Elena;Díaz;12/08/1991;Bogotá;07/04/2022;17/02/2022
824;825.0;Elena;Sánchez;04/06/1963;Barranquilla;04/04/2022;25/01/2022
825;826.0;Marta;Sánchez;29/04/1989;Medellín;28/02/2022;03/02/2022
826;827.0;Rosa;Gómez;20/11/1989;Medellín;28/02/2022;11/02/2022
827;828.0;Juan;Gómez;04/03/1952;Cali;28/01/2022;19/02/2022
828;829.0;Marta;Gómez;23/03/1993;Medellín;15/02/2022;05/02/2022
829;830.0;Pedro;Hernández;19/09/1950;Barranquilla;01/03/2022;03/01/2022
830;831.0;Carlos;Rodríguez;02/11/1983;Barranquilla;31/01/2022;22/03/2022
831;832.0;Carlos;Martínez;09/10/1959;Medellín;20/01/2022;06/04/2022
832;833.0;Luis;Hernández;09/09/2003;Medellín;28/02/2022;29/03/2022
833;834.0;Diego;García;02/09/1963;Medellín;24/03/2022;17/01/2022
834;835.0;Marta;Sánchez;15/05/1954;Barranquilla;23/01/2022;22/03/2022
835;836.0;Sofía;Hernández;28/06/1979;Medellín;09/04/2022;13/01/2022
836;837.0;Diego;Hernández;21/02/1972;Cali;19/03/2022;15/03/2022
837;838.0;Elena;Pérez;10/06/1976;Bogotá;20/02/2022;06/02/2022
838;839.0;Carlos;Gómez;04/02/1972;Medellín;24/01/2022;12/03/2022
839;840.0;Elena;López;19/12/2004;Barranquilla;14/01/2022;06/04/2022
840;841.0;Marta;Sánchez;27/05/1979;Medellín;02/02/2022;16/01/2022
841;842.0;Rosa;Martínez;20/01/1951;Barranquilla;29/03/2022;13/03/2022
842;843.0;Elena;Martínez;24/03/1996;Cali;06/01/2022;07/02/2022
843;844.0;Juan;Rodríguez;08/05/1981;Bogotá;10/02/2022;21/01/2022
844;845.0;Diego;Díaz;20/07/1973;Cartagena;15/03/2022;05/04/2022
845;846.0;Carlos;Martínez;07/01/1995;Cali;30/01/2022;13/03/2022
846;847.0;Ana;Díaz;22/08/2005;Cali;27/02/2022;21/03/2022
847;848.0;Juan;García;11/04/1991;Bogotá;22/03/2022;22/03/2022
848;849.0;Luis;Díaz;30/05/1999;Cali;10/02/2022;06/04/2022
849;850.0;Elena;López;01/01/1993;Medellín;21/02/2022;24/02/2022
850;851.0;Pedro;Díaz;26/04/1988;Bogotá;18/01/2022;01/03/2022
851;852.0;Luis;Hernández;06/02/1978;Medellín;15/03/2022;01/02/2022
852;853.0;Pedro;García;01/07/1972;Cartagena;27/03/2022;02/04/2022
853;854.0;Juan;Hernández;07/10/1988;Cali;06/03/2022;14/02/2022
854;855.0;Luis;Rodríguez;03/07/1959;Cali;23/02/2022;03/01/2022
855;856.0;Rosa;Rodríguez;25/05/1960;Bogotá;10/01/2022;30/03/2022
856;857.0;Rosa;Martínez;21/06/1974;Medellín;08/02/2022;26/01/2022
857;858.0;Diego;Hernández;19/03/1989;Cali;31/01/2022;23/03/2022
858;859.0;Carlos;Ramírez;29/01/2005;Cartagena;22/02/2022;13/03/2022
859;860.0;Elena;Ramírez;24/04/1955;Bogotá;19/01/2022;29/03/2022
860;861.0;Elena;Rodríguez;10/06/1976;Bogotá;29/01/2022;20/01/2022
861;862.0;Elena;Hernández;02/08/1969;Cartagena;12/02/2022;14/03/2022
862;863.0;Rosa;García;22/11/1987;Barranquilla;06/04/2022;06/02/2022
863;864.0;Sofía;Rodríguez;30/12/1951;Bogotá;10/03/2022;08/03/2022
864;865.0;Marta;Sánchez;10/06/1965;Medellín;12/02/2022;02/04/2022
865;866.0;Juan;Hernández;08/08/1987;Medellín;20/02/2022;25/02/2022
866;867.0;Pedro;Díaz;18/12/1974;Barranquilla;10/02/2022;01/02/2022
867;868.0;Elena;Sánchez;20/07/1978;Cali;06/01/2022;28/01/2022
868;869.0;Juan;López;26/12/1974;Medellín;12/03/2022;30/01/2022
869;870.0;Pedro;Sánchez;16/11/1961;Bogotá;01/01/2022;17/03/2022
870;871.0;Carlos;Gómez;28/03/1984;Cali;11/02/2022;12/02/2022
871;872.0;Rosa;Díaz;19/11/1951;Barranquilla;07/02/2022;01/04/2022
872;873.0;Rosa;Hernández;20/11/1981;Cali;03/01/2022;25/02/2022
873;874.0;Rosa;Hernández;13/11/1960;Cartagena;08/01/2022;27/03/2022
874;875.0;Carlos;Pérez;04/05/1972;Bogotá;26/03/2022;08/03/2022
875;876.0;Ana;Rodríguez;01/02/1998;Bogotá;19/03/2022;26/02/2022
876;877.0;Juan;Hernández;07/09/1973;Medellín;21/03/2022;06/03/2022
877;878.0;Rosa;Sánchez;11/01/1972;Medellín;01/03/2022;07/03/2022
878;879.0;Elena;López;04/06/1987;Barranquilla;03/01/2022;04/04/2022
879;880.0;Sofía;Hernández;07/09/1981;Barranquilla;02/03/2022;08/03/2022
880;881.0;Rosa;López;13/01/1965;Cartagena;24/02/2022;07/03/2022
881;882.0;Juan;Hernández;11/11/1978;Cali;27/03/2022;11/03/2022
882;883.0;Diego;Sánchez;10/08/1969;Cali;22/03/2022;18/02/2022
883;884.0;Elena;Sánchez;11/12/1969;Bogotá;01/03/2022;08/01/2022
884;885.0;Marta;Pérez;19/03/1978;Bogotá;04/01/2022;11/01/2022
885;886.0;Marta;Hernández;13/02/1991;Barranquilla;09/01/2022;08/02/2022
886;887.0;Marta;Hernández;11/05/1993;Barranquilla;02/02/2022;07/04/2022
887;888.0;Juan;García;27/12/1950;Cali;23/01/2022;25/03/2022
888;889.0;Marta;Ramírez;12/07/1962;Bogotá;16/03/2022;02/04/2022
889;890.0;Sofía;Hernández;20/09/2004;Cartagena;02/03/2022;31/03/2022
890;891.0;Elena;Martínez;11/07/1951;Medellín;18/03/2022;08/04/2022
891;892.0;Juan;Ramírez;19/12/2004;Bogotá;05/04/2022;24/03/2022
892;893.0;Juan;López;02/09/1963;Cali;25/03/2022;06/03/2022
893;894.0;Rosa;García;18/01/2004;Barranquilla;28/02/2022;07/01/2022
894;895.0;Diego;Sánchez;11/07/1951;Cartagena;09/01/2022;26/01/2022
895;896.0;Pedro;Sánchez;05/01/1973;Cali;03/03/2022;15/01/2022
896;897.0;Sofía;Rodríguez;22/12/1994;Barranquilla;15/01/2022;05/02/2022
897;898.0;Elena;Gómez;03/07/1994;Cali;02/03/2022;16/02/2022
898;899.0;Juan;Hernández;05/06/1985;Bogotá;20/02/2022;26/01/2022
899;900.0;Carlos;Martínez;17/02/1979;Bogotá;01/04/2022;08/01/2022
900;901.0;Luis;Pérez;05/02/2002;Cali;07/03/2022;25/01/2022
901;902.0;Diego;Díaz;02/08/1969;Bogotá;08/01/2022;12/03/2022
902;903.0;Elena;Sánchez;25/07/1996;Cartagena;21/02/2022;25/01/2022
903;904.0;Luis;Martínez;16/04/1963;Cartagena;04/02/2022;04/01/2022
904;905.0;Diego;Gómez;01/05/1952;Cartagena;01/03/2022;20/01/2022
905;906.0;Luis;García;07/05/1997;Medellín;10/03/2022;26/03/2022
906;907.0;Elena;Hernández;06/06/1996;Cartagena;13/01/2022;02/03/2022
907;908.0;Juan;Pérez;15/08/1976;Barranquilla;08/03/2022;24/01/2022
908;909.0;Diego;López;23/10/1996;Barranquilla;26/03/2022;10/04/2022
909;910.0;Marta;Gómez;11/04/1991;Cartagena;10/04/2022;09/02/2022
910;911.0;Ana;Sánchez;02/12/1974;Cali;17/02/2022;22/03/2022
911;912.0;Carlos;Rodríguez;03/07/1951;Barranquilla;20/01/2022;15/01/2022
912;913.0;Sofía;Martínez;12/07/1981;Barranquilla;06/03/2022;04/03/2022
913;914.0;Marta;Sánchez;17/04/2004;Cali;06/01/2022;08/04/2022
914;915.0;Juan;García;06/06/1964;Cali;15/02/2022;09/03/2022
915;916.0;Carlos;García;24/04/1987;Bogotá;18/02/2022;18/01/2022
916;917.0;Luis;Martínez;09/09/1952;Barranquilla;24/02/2022;11/01/2022
917;918.0;Luis;López;19/07/1983;Bogotá;04/04/2022;03/03/2022
918;919.0;Marta;Martínez;20/02/1996;Barranquilla;30/01/2022;09/02/2022
919;920.0;Juan;Pérez;03/05/1958;Bogotá;23/01/2022;05/02/2022
920;921.0;Elena;Pérez;27/03/1970;Cartagena;11/02/2022;07/01/2022
921;922.0;Ana;Ramírez;25/10/1991;Cali;14/02/2022;14/03/2022
922;923.0;Luis;Hernández;14/10/1974;Medellín;02/04/2022;10/02/2022
923;924.0;Diego;Díaz;07/01/1960;Medellín;04/01/2022;01/03/2022
924;925.0;Carlos;Pérez;25/08/1974;Bogotá;10/01/2022;08/02/2022
925;926.0;Carlos;Martínez;29/11/1976;Cali;22/02/2022;09/03/2022
926;927.0;Carlos;López;23/05/1975;Medellín;03/02/2022;16/03/2022
927;928.0;Sofía;Martínez;18/12/1955;Cali;20/02/2022;18/03/2022
928;929.0;Rosa;García;20/04/1986;Cartagena;01/01/2022;17/01/2022
929;930.0;Sofía;García;27/02/1950;Barranquilla;15/03/2022;29/03/2022
930;931.0;Rosa;Martínez;09/06/1973;Barranquilla;27/01/2022;27/01/2022
931;932.0;Rosa;García;21/01/1989;Barranquilla;13/03/2022;18/01/2022
932;933.0;Pedro;López;11/02/1969;Barranquilla;02/04/2022;04/02/2022
933;934.0;Marta;Sánchez;04/05/1988;Medellín;26/01/2022;17/03/2022
934;935.0;Juan;Rodríguez;01/04/1961;Cartagena;03/01/2022;12/02/2022
935;936.0;Marta;Pérez;13/09/1956;Cali;28/02/2022;04/01/2022
936;937.0;Diego;Martínez;09/08/2001;Medellín;07/01/2022;23/02/2022
937;938.0;Juan;Rodríguez;18/04/1953;Bogotá;05/03/2022;24/02/2022
938;939.0;Sofía;Ramírez;15/09/1954;Cartagena;11/03/2022;12/03/2022
939;940.0;Elena;Pérez;04/04/1970;Cali;22/03/2022;15/02/2022
940;941.0;Sofía;García;07/07/1963;Cali;02/04/2022;04/03/2022
941;942.0;Diego;Hernández;30/08/1962;Cartagena;20/03/2022;04/03/2022
942;943.0;Sofía;Ramírez;23/11/1955;Barranquilla;24/01/2022;26/01/2022
943;944.0;Pedro;Pérez;19/10/1968;Bogotá;12/01/2022;15/03/2022
944;945.0;Diego;López;22/12/1986;Bogotá;09/02/2022;01/02/2022
945;946.0;Ana;Pérez;20/07/2005;Medellín;10/03/2022;27/01/2022
946;947.0;Rosa;Pérez;18/03/1994;Cartagena;17/03/2022;01/02/2022
947;948.0;Rosa;García;12/09/1977;Barranquilla;09/01/2022;30/01/2022
948;949.0;Juan;Martínez;20/05/1977;Medellín;12/03/2022;22/02/2022
949;950.0;Ana;Hernández;27/06/1960;Medellín;03/02/2022;07/01/2022
950;951.0;Marta;Díaz;14/12/1951;Barranquilla;04/04/2022;04/01/2022
951;952.0;Sofía;Martínez;12/05/1985;Medellín;06/02/2022;01/03/2022
952;953.0;Elena;Sánchez;29/12/1975;Bogotá;24/03/2022;12/02/2022
953;954.0;Carlos;Díaz;15/03/1977;Cali;08/03/2022;21/01/2022
954;955.0;Juan;Gómez;21/06/1958;Cartagena;05/03/2022;10/02/2022
955;956.0;Luis;Gómez;16/03/1969;Medellín;03/04/2022;01/01/2022
956;957.0;Juan;Pérez;01/04/1988;Medellín;03/02/2022;08/04/2022
957;958.0;Juan;Díaz;26/12/1974;Cartagena;27/01/2022;22/01/2022
958;959.0;Juan;Pérez;31/01/1992;Cartagena;18/03/2022;05/01/2022
959;960.0;Luis;Pérez;23/06/1964;Medellín;04/04/2022;23/03/2022
960;961.0;Elena;Martínez;01/08/1950;Bogotá;24/01/2022;02/03/2022
961;962.0;Ana;Sánchez;23/08/1976;Barranquilla;04/02/2022;03/03/2022
962;963.0;Sofía;López;25/04/1993;Cartagena;27/01/2022;05/04/2022
963;964.0;Elena;Sánchez;29/11/1960;Bogotá;16/01/2022;31/03/2022
964;965.0;Sofía;Pérez;13/04/1973;Barranquilla;21/03/2022;26/03/2022
965;966.0;Sofía;López;06/10/1958;Medellín;17/01/2022;17/03/2022
966;967.0;Marta;Pérez;04/01/2002;Cali;09/01/2022;03/02/2022
967;968.0;Sofía;Martínez;04/05/1969;Cartagena;03/02/2022;18/02/2022
968;969.0;Marta;Rodríguez;18/02/1966;Medellín;08/03/2022;21/03/2022
969;970.0;Pedro;García;04/04/2002;Barranquilla;01/01/2022;27/01/2022
970;971.0;Sofía;Martínez;15/08/1952;Barranquilla;13/01/2022;16/03/2022
971;972.0;Sofía;Rodríguez;25/10/1975;Medellín;02/04/2022;05/04/2022
972;973.0;Rosa;Díaz;20/04/1959;Cali;17/02/2022;30/03/2022
973;974.0;Rosa;Martínez;22/04/1968;Barranquilla;29/03/2022;02/04/2022
974;975.0;Pedro;Martínez;02/09/1963;Bogotá;29/03/2022;23/01/2022
975;976.0;Ana;Díaz;11/12/1988;Medellín;12/02/2022;17/03/2022
976;977.0;Diego;Ramírez;22/10/1982;Cali;01/01/2022;28/02/2022
977;978.0;Sofía;Ramírez;07/07/1998;Medellín;27/02/2022;10/01/2022
978;979.0;Carlos;Gómez;22/10/1974;Medellín;11/03/2022;10/01/2022
979;980.0;Diego;Sánchez;28/09/1950;Cartagena;14/02/2022;06/02/2022
980;981.0;Carlos;Rodríguez;20/01/1967;Cali;13/02/2022;01/03/2022
981;982.0;Marta;Martínez;24/09/1989;Cartagena;13/03/2022;05/04/2022
982;983.0;Sofía;López;30/07/1952;Cali;07/04/2022;23/03/2022
983;984.0;Luis;Pérez;03/07/1967;Medellín;30/01/2022;19/02/2022
984;985.0;Luis;Rodríguez;26/10/1997;Medellín;26/01/2022;29/03/2022
985;986.0;Marta;Sánchez;15/09/1970;Bogotá;23/01/2022;03/01/2022
986;987.0;Marta;Rodríguez;10/03/1986;Bogotá;27/03/2022;07/02/2022
987;988.0;Marta;Sánchez;17/06/1978;Cartagena;09/02/2022;29/03/2022
988;989.0;Ana;Díaz;07/03/1969;Barranquilla;05/04/2022;03/04/2022
989;990.0;Luis;López;22/10/1977;Barranquilla;14/03/2022;04/02/2022
990;991.0;Carlos;López;22/04/1957;Barranquilla;13/02/2022;20/01/2022
991;992.0;Juan;Hernández;22/04/2000;Cali;29/03/2022;16/01/2022
992;993.0;Luis;Díaz;11/10/1992;Bogotá;28/01/2022;30/01/2022
993;994.0;Juan;Ramírez;20/04/1994;Cartagena;06/03/2022;24/01/2022
994;995.0;Ana;Martínez;03/07/1986;Bogotá;18/01/2022;03/04/2022
995;996.0;Carlos;Martínez;08/08/1995;Cali;05/04/2022;12/01/2022
996;997.0;Rosa;Sánchez;29/01/2005;Medellín;12/01/2022;01/03/2022
997;998.0;Carlos;Hernández;15/11/1966;Cali;19/01/2022;16/02/2022
998;999.0;Diego;Hernández;23/01/2003;Barranquilla;25/02/2022;09/02/2022
999;1000.0;Pedro;Gómez;03/01/1964;Cartagena;20/02/2022;28/01/2022
1000;1001.0;Pedro;Ramírez;21/01/1962;Barranquilla;06/03/2022;10/02/2022
1001;1002.0;Sofía;García;26/09/1987;Bogotá;21/01/2022;07/04/2022
1002;1003.0;Pedro;Pérez;16/02/1992;Medellín;01/04/2022;31/03/2022
1003;1004.0;Ana;García;19/04/1999;Medellín;06/04/2022;05/04/2022
1004;1005.0;Elena;Hernández;08/04/1963;Cali;02/03/2022;22/01/2022
1005;1006.0;Rosa;García;10/09/1979;Bogotá;26/02/2022;07/04/2022
1006;1007.0;Pedro;López;21/08/1978;Cartagena;04/03/2022;14/02/2022
1007;1008.0;Rosa;Sánchez;02/08/2004;Cali;22/02/2022;13/01/2022
1008;1009.0;Elena;Gómez;04/02/1996;Barranquilla;11/02/2022;28/02/2022
1009;1010.0;Luis;Sánchez;26/05/1987;Bogotá;10/03/2022;05/01/2022
1010;1011.0;Marta;Díaz;11/11/1986;Cartagena;07/03/2022;04/04/2022
1011;1012.0;Elena;Rodríguez;27/10/1976;Cartagena;22/03/2022;16/03/2022
1012;1013.0;Ana;Martínez;23/08/1968;Barranquilla;23/03/2022;21/01/2022
1013;1014.0;Ana;Rodríguez;18/03/1975;Cartagena;09/02/2022;06/02/2022
1014;1015.0;Sofía;López;16/04/1982;Barranquilla;11/02/2022;10/01/2022
1015;1016.0;Rosa;Pérez;17/01/1961;Bogotá;15/02/2022;25/01/2022
1016;1017.0;Ana;Hernández;05/01/1957;Cali;07/02/2022;20/02/2022
1017;1018.0;Ana;García;15/05/1951;Cali;28/01/2022;13/02/2022
1018;1019.0;Carlos;Gómez;11/10/1968;Barranquilla;01/03/2022;12/03/2022
1019;1020.0;Diego;Martínez;02/12/1977;Bogotá;12/01/2022;02/03/2022
1020;1021.0;Pedro;Díaz;05/10/1990;Bogotá;10/01/2022;16/02/2022
1021;1022.0;Carlos;Martínez;07/09/1997;Cali;15/01/2022;09/03/2022
1022;1023.0;Juan;Ramírez;28/03/1973;Cali;18/01/2022;27/03/2022
1023;1024.0;Juan;Ramírez;25/07/1961;Medellín;17/02/2022;25/02/2022
1024;1025.0;Elena;Pérez;13/08/2005;Barranquilla;06/02/2022;21/03/2022
1025;1026.0;Ana;Ramírez;16/01/1974;Bogotá;19/03/2022;14/03/2022
1026;1027.0;Carlos;Gómez;22/03/1995;Cali;25/03/2022;14/01/2022
1027;1028.0;Ana;Hernández;18/01/1953;Bogotá;11/01/2022;30/01/2022
1028;1029.0;Ana;Díaz;03/01/1956;Bogotá;13/02/2022;05/04/2022
1029;1030.0;Ana;Díaz;02/06/1952;Cartagena;29/01/2022;05/04/2022
1030;1031.0;Carlos;Ramírez;02/04/1964;Cartagena;28/01/2022;04/01/2022
1031;1032.0;Juan;García;02/12/1977;Cali;02/04/2022;03/02/2022
1032;1033.0;Carlos;García;07/09/1997;Barranquilla;14/02/2022;17/01/2022
1033;1034.0;Carlos;Rodríguez;28/09/1996;Cali;12/01/2022;05/01/2022
1034;1035.0;Sofía;Martínez;20/06/1987;Cartagena;30/01/2022;18/02/2022
1035;1036.0;Marta;Hernández;16/07/1950;Bogotá;04/03/2022;22/01/2022
1036;1037.0;Pedro;Gómez;30/04/1984;Barranquilla;13/02/2022;29/03/2022
1037;1038.0;Carlos;Rodríguez;14/05/1999;Cartagena;24/01/2022;12/02/2022
1038;1039.0;Luis;Ramírez;24/03/1996;Barranquilla;01/04/2022;15/01/2022
1039;1040.0;Diego;Martínez;30/03/1987;Bogotá;18/03/2022;07/02/2022
1040;1041.0;Elena;Pérez;30/10/1993;Medellín;05/02/2022;26/01/2022
1041;1042.0;Elena;Gómez;28/07/1981;Medellín;18/03/2022;12/01/2022
1042;1043.0;Marta;Gómez;17/02/2003;Cartagena;19/02/2022;28/01/2022
1043;1044.0;Elena;Martínez;28/09/1953;Bogotá;01/04/2022;14/03/2022
1044;1045.0;Diego;Díaz;21/06/2001;Cartagena;01/01/2022;08/01/2022
1045;1046.0;Pedro;Sánchez;30/08/1981;Barranquilla;17/02/2022;14/02/2022
1046;1047.0;Carlos;Ramírez;06/05/2002;Barranquilla;04/02/2022;06/03/2022
1047;1048.0;Elena;Gómez;16/07/1958;Cali;21/01/2022;09/04/2022
1048;1049.0;Marta;Sánchez;03/01/1956;Cali;13/03/2022;26/01/2022
1049;1050.0;Pedro;Pérez;12/04/1967;Medellín;04/01/2022;06/03/2022
1050;1051.0;Ana;López;26/02/1990;Medellín;03/02/2022;17/01/2022
1051;1052.0;Sofía;Sánchez;01/03/1991;Bogotá;31/03/2022;06/04/2022
1052;1053.0;Marta;Ramírez;10/02/1955;Medellín;22/03/2022;09/01/2022
1053;1054.0;Carlos;Martínez;20/03/1973;Cali;11/03/2022;07/03/2022
1054;1055.0;Elena;Sánchez;23/07/1979;Cali;10/01/2022;03/03/2022
1055;1056.0;Diego;Pérez;13/05/1956;Cartagena;10/01/2022;08/01/2022
1056;1057.0;Rosa;Sánchez;23/02/1954;Medellín;07/01/2022;28/03/2022
1057;1058.0;Rosa;Hernández;10/05/1995;Medellín;19/02/2022;18/03/2022
1058;1059.0;Juan;López;01/08/1982;Cali;28/01/2022;14/02/2022
1059;1060.0;Marta;Gómez;12/04/1994;Medellín;12/02/2022;12/01/2022
1060;1061.0;Carlos;Pérez;22/12/1997;Medellín;25/02/2022;04/02/2022
1061;1062.0;Diego;García;29/07/1973;Cartagena;15/02/2022;10/04/2022
1062;1063.0;Sofía;García;10/03/1967;Barranquilla;09/04/2022;21/01/2022
1063;1064.0;Ana;Sánchez;20/09/2004;Barranquilla;09/01/2022;12/02/2022
1064;1065.0;Luis;Ramírez;10/03/1986;Medellín;02/02/2022;20/03/2022
1065;1066.0;Rosa;Rodríguez;04/07/1997;Medellín;16/03/2022;02/02/2022
1066;1067.0;Juan;Díaz;25/11/1972;Cartagena;23/01/2022;09/03/2022
1067;1068.0;Diego;Martínez;31/05/1983;Medellín;06/03/2022;02/01/2022
1068;1069.0;Marta;Martínez;30/08/1965;Medellín;17/03/2022;05/03/2022
1069;1070.0;Sofía;Pérez;27/01/1999;Medellín;14/03/2022;10/03/2022
1070;1071.0;Carlos;Sánchez;03/09/1950;Bogotá;22/02/2022;20/03/2022
1071;1072.0;Elena;García;27/11/1994;Medellín;29/01/2022;08/04/2022
1072;1073.0;Ana;Gómez;23/12/1989;Barranquilla;06/01/2022;01/01/2022
1073;1074.0;Marta;Martínez;08/11/2004;Cartagena;22/03/2022;10/02/2022
1074;1075.0;Juan;Hernández;22/03/1971;Barranquilla;01/01/2022;05/04/2022
1075;1076.0;Sofía;Díaz;27/11/1951;Bogotá;23/01/2022;15/02/2022
1076;1077.0;Marta;Pérez;24/07/1958;Cali;03/04/2022;09/01/2022
1077;1078.0;Carlos;Hernández;25/11/1964;Barranquilla;05/01/2022;27/01/2022
1078;1079.0;Ana;Martínez;21/01/1997;Barranquilla;24/01/2022;04/02/2022
1079;1080.0;Sofía;Hernández;09/01/1961;Bogotá;16/02/2022;30/01/2022
1080;1081.0;Ana;Martínez;13/01/1989;Barranquilla;25/03/2022;17/02/2022
1081;1082.0;Elena;Sánchez;18/02/1998;Cali;11/03/2022;03/02/2022
1082;1083.0;Marta;Hernández;14/04/1976;Bogotá;29/03/2022;03/01/2022
1083;1084.0;Pedro;Hernández;31/07/1987;Barranquilla;27/01/2022;28/03/2022
